"Scenario","PropAgents","ProppPatientYears","ProppCopdPYs","SABAAll","LAMAAll","LAMALABAAll","ICSLAMALABAAll","MildpAgentAll","ModeratepAgentAll","SeverepAgentAll","VerySeverepAgentAll","NoCOPDpPYAll","GOLD1pPYAll","GOLD2pPYAll","GOLD3pPYAll","GOLD4pPYAll","DiagnosedpPYAll"
"S1NoCDAvg",1,1,1,0.0138156110601402,0.108155476254813,0.122265138914658,0.0623377879137643,0.416895352747529,0.0782003760032031,0.131754067632397,0.0113901934174758,0.842596753904875,0.0461150813733122,0.0490508182111646,0.0109895807564322,0.00190431267229505,0.185724449838688
"S1a",1,1,1,0.0196629837371309,0.127535540658816,0.244758210722149,0.0740433342660313,0.406159715441119,0.0768062961415201,0.12973055378865,0.0112238816082978,0.842468937699864,0.0461241089710854,0.0491004055437003,0.0110375167976045,0.0019267730780811,0.464276313167384
"S1b",1,1,1,0.0159679010528063,0.118511136046468,0.191361668036108,0.0688844679722725,0.410529754136751,0.0773320559803383,0.130669887959545,0.0112935846259781,0.842562991363143,0.046086872797253,0.0490778691477845,0.0110103891388752,0.00191933994941297,0.333712467008499
"S1c",1,1,1,0.0148227730782067,0.115105822268953,0.170793528110988,0.0667863051799614,0.412529633185495,0.0775187960656236,0.130986392794233,0.0113296031861567,0.842517829595528,0.0461196723242391,0.0490803715099052,0.0110242560131604,0.00191598648020863,0.288096371517869
"S2NoCD",0.593767741263166,0.582557755277029,0.704720216909353,0.0138156110601402,0.108155476254813,0.122265138914658,0.0623377879137643,0.416895352747529,0.0782003760032031,0.131754067632397,0.0113901934174758,0.842596753904875,0.0461150813733122,0.0490508182111646,0.0109895807564322,0.00190431267229505,0.185724449838688
"S2a",0.593651083803987,0.582494952708154,0.705953768271569,0.0164367298412238,0.117148940879382,0.182199925417793,0.0680873053303656,0.411647862735737,0.0774566787605601,0.130769028945533,0.0113324134771675,0.842457681335011,0.0461695095132043,0.0490882416601025,0.0110244488170725,0.00191649672825515,0.30967003809801
"S3NoCD",0.463817502027995,0.415577878313526,0.586543861442227,0.0138156110601402,0.108155476254813,0.122265138914658,0.0623377879137643,0.416895352747529,0.0782003760032031,0.131754067632397,0.0113901934174758,0.842596753904875,0.0461150813733122,0.0490508182111646,0.0109895807564322,0.00190431267229505,0.185724449838688
"S3a",0.463890698601541,0.415656219127054,0.586833554339134,0.0146939845904249,0.111371983057277,0.144981585738259,0.0645433111235324,0.41461386636402,0.0778759038062977,0.131352974172853,0.0113704099612554,0.842571555353889,0.0461122642009982,0.0490586341362365,0.0110064157277934,0.00190785289292167,0.230681405930221
"S3b",0.463801357108835,0.415654520800617,0.587460434238863,0.0167108063083313,0.117617446387642,0.185581270337041,0.0684985216237275,0.411134001547283,0.0774413852477157,0.130781020313555,0.0113394280839436,0.842503248638837,0.046123503992687,0.0490755237438614,0.0110324062730753,0.00192075408604889,0.317754764636552
"S3c",0.463771944050448,0.415599925594287,0.587044184066287,0.0156314527790901,0.114421192339973,0.165592163245883,0.0664840715026442,0.412508161228356,0.0776674782095946,0.130999371282958,0.0113661464686485,0.842545936508962,0.0461291020814428,0.0490611758657023,0.0110131556392769,0.00190798991652803,0.273824645080961
"S3d",0.463915084016492,0.41574756770272,0.587061410521689,0.0151883442617753,0.113148023867877,0.156470158671202,0.0657297909606156,0.413390903223702,0.0778162491028509,0.131303887180018,0.0113416751324822,0.842555720136401,0.046103828263029,0.0490803721547639,0.011004782388838,0.00191320774936614,0.254347546413103
