"Scenario","PropAgents","ProppPatientYears","ProppCopdPYs","SABAAll","LAMAAll","LAMALABAAll","ICSLAMALABAAll","MildpAgentAll","ModeratepAgentAll","SeverepAgentAll","VerySeverepAgentAll","NoCOPDpPYAll","GOLD1pPYAll","GOLD2pPYAll","GOLD3pPYAll","GOLD4pPYAll","DiagnosedpPYAll"
"S1NoCDAvg",1,1,1,0.019066942355928,0.136963517293318,0.152487654683728,0.0811388499386358,0.411859655541626,0.0778017508084172,0.130920546441619,0.0113043899341967,0.842808433645956,0.0460120812682806,0.0489971067466022,0.0108991802005596,0.00192451803334536,0.187126344322585
"S1a",1,1,1,0.0275939152383164,0.152855263036735,0.271559856206474,0.0900362185549859,0.404094610188914,0.075960909949241,0.129390973135677,0.0108135152801427,0.842570603929305,0.0462015073422542,0.0488879054086965,0.011107145929498,0.00190622855598205,0.397916371975676
"S1b",1,1,1,0.0240957090814833,0.145506152910549,0.216478034103774,0.0860693634196429,0.403650352731317,0.0757982795953127,0.128458136998372,0.0112105695818267,0.843387096014146,0.0459120695982095,0.0486066939755127,0.0108291075298078,0.0018902922518823,0.294294712863933
"S1c",1,1,1,0.0232776286314828,0.142075675821175,0.197081134445855,0.0829700758254232,0.409334939992361,0.076743072627802,0.129894616795684,0.0112726138154745,0.842588185445228,0.045906195557428,0.049122440224471,0.01113396593671,0.0019055202926474,0.262145744961431
"S2NoCD",0.592920901553345,0.581831277993471,0.705810216876326,0.019066942355928,0.136963517293318,0.152487654683728,0.0811388499386358,0.411859655541626,0.0778017508084172,0.130920546441619,0.0113043899341967,0.842808433645956,0.0460120812682806,0.0489971067466022,0.0108991802005596,0.00192451803334536,0.187126344322585
"S2a",0.594535045760988,0.583658556206006,0.709697536009889,0.0214711413156867,0.144678852245513,0.209456008747295,0.0865807954194713,0.409862221608811,0.0784711005169209,0.131210165837102,0.0112529423344383,0.842518302208766,0.0460660896546573,0.0491337046702614,0.0109094321886012,0.00202092614584394,0.279113636467237
"S3NoCD",0.464354315414539,0.415982241168019,0.590847725122383,0.019066942355928,0.136963517293318,0.152487654683728,0.0811388499386358,0.411859655541626,0.0778017508084172,0.130920546441619,0.0113043899341967,0.842808433645956,0.0460120812682806,0.0489971067466022,0.0108991802005596,0.00192451803334536,0.187126344322585
"S3a",0.464873531801331,0.416773780486059,0.59051623828062,0.0198995705371653,0.140179554522561,0.173775795749075,0.0838079487785145,0.41555885945882,0.0778489845120715,0.131494387933874,0.0113755912422597,0.842901837260261,0.0458184786507439,0.0490296863384714,0.0108830596543922,0.00198885884831182,0.21889979062222
"S3b",0.464574915122917,0.416369554198391,0.589948696080639,0.0217929256171295,0.146485825144194,0.216217653515249,0.0875364270347535,0.408902144173964,0.0772248644386698,0.13103483291348,0.0112165494733119,0.842956709677958,0.0457483507910274,0.0491881848192296,0.0108232152523135,0.00194078784792218,0.287877611352155
"S3c",0.463563384752794,0.415458827598662,0.586955314091676,0.0208667626488028,0.142538982507432,0.194157905498544,0.0849062817234471,0.406830822853729,0.0775297872457222,0.130003053974266,0.0113348864183392,0.843187161198058,0.0461228198876865,0.0487230047417467,0.0106115080839558,0.00198048151562614,0.251698320550053
"S3d",0.464464615268728,0.415875217889619,0.589699308934898,0.020468263147387,0.141180106558545,0.184911741882688,0.0848806408854282,0.410450846106793,0.0782773358818281,0.129452323401327,0.0111636210512957,0.842942251245583,0.046005919200937,0.0488848364767306,0.0107951963068054,0.00200551804223426,0.23673683408272
